,hero1,hero2
5569,THOR/DR. DONALD BLAK,QUICKSILVER/PIETRO M
5570,LIVING LIGHTNING/MIG,WASP/JANET VAN DYNE 
5571,PAGAN,LORD TEMPLAR/
5572,JUBILEE/JUBILATION L,PSYLOCKE/ELISABETH B
5573,BLACK KNIGHT V/DANE ,TITANIA II/MARY SKEE
5574,CAPTAIN MARVEL II/MO,LEADER/SAM STERNS
5575,"ELLIS, KEN",SPIDER-MAN CLONE/BEN
5576,GAMBIT/REMY LEBEAU ,ANGEL/WARREN KENNETH
5577,IRON MAN/TONY STARK ,SCARLET WITCH/WANDA 
5578,UATU,LIVING LIGHTNING/MIG
5579,WOLVERINE/LOGAN ,MULTIPLE MAN/JAMES A
5580,STORM/ORORO MUNROE S,"KNIGHT, MISTY"
5581,PLAGUE,SKIDS/SALLY BLEVINS
5582,KRAVEN THE HUNTER/SE,VISION 
5583,"WATSON-PARKER, MARY ",MOLTEN MAN/MARK RAXT
5584,BLACK BOLT/BLACKANTO,QUICKSILVER/PIETRO M
5585,GAUNTLET,RICTOR/JULIO ESTEBAN
5586,LIVEWIRE/RANCE PREST,PRINCESS PYTHON/ZELD
5587,THINKER,WIZARD/BENTLEY WITTM
5588,"LEI KUNG, THE THUNDE",PLANTMAN/SAM SMITHER
5589,"BEACH, GINGER",ANT-MAN/DR. HENRY J.
5590,ICEMAN/ROBERT BOBBY ,JUGGERNAUT/CAIN MARK
5591,THING/BENJAMIN J. GR,WONG
5592,"JARVIS, EDWIN ",CAPTAIN AMERICA
5593,GAMORA,HULK/DR. ROBERT BRUC
5594,SHROUD/MAXIMILLIAN Q,GYPSY MOTH
5595,DEATH,THUNDERSTRIKE/ERIC K
5596,VIZIER,FANDRAL [ASGARDIAN]
5597,"COOPER, DR. VALERIE",NUKLO/ROBERT FRANK J
5598,"KINCAID, DR. JANE FO",MR. FANTASTIC/REED R
5599,ULTRON,PROFESSOR X/CHARLES 
5600,"THOMAS, COMMANDER DA",WOLVERINE/LOGAN 
5601,DINAH-SOAR,MR. IMMORTAL
5602,PATRIOT/JEFF MACE,PATRIOT/JEFF MACE
5603,"JAMESON, MARLA MADIS","BANNON, LANCE"
5604,WHITE QUEEN/EMMA FRO,SUNSPOT/ROBERTO DACO
5605,STARFOX/EROS,THOR/DR. DONALD BLAK
5606,TORPEDO III/BROCK JO,"JACKSON, STEVE"
5607,WONDER MAN/SIMON WIL,"COUNT NEFARIA, LUCHI"
5608,DRAX/ARTHUR DOUGLAS,"DE LA FONTAINE, CONT"
5609,SNOWBIRD/NARYA/ANNE ,PUCK/EUGENE MILTON J
5610,BLACK KNIGHT V/DANE ,QUASAR III/WENDELL V
5611,HOBGOBLIN II/RODERIC,BLACK FOX II/
5612,"JONES, RICHARD MILHO",REDEEMER/CRAIG SAUND
5613,SUB-MARINER/NAMOR MA,TYRANNUS
5614,TONGAH,GAROKK
5615,ANT-MAN/DR. HENRY J.,STINGER II/
5616,"CLARK, SARAH","CLARK, JOHN"
5617,MAGDALENE/MARISSA DA,"JARVIS, EDWIN "
5618,"ROSS, EVERETT KENNET",VISION 
5619,DR. DECIBEL/ANTON DE,APE-X/XINA
5620,BLACK KNIGHT V/DANE ,POWER MAN/ERIK JOSTE
5621,HULK/DR. ROBERT BRUC,BI-BEAST II
5622,SHATTERSTAR II/GAVEE,GRYPHON/COMMANDER EK
5623,"CORSI, TOM",STORM/ORORO MUNROE S
5624,VANGUARD/NICOLAI KRY,DAREDEVIL/MATT MURDO
5625,PLANTMAN/SAM SMITHER,MORGAN
5626,PATRIOT/JEFF MACE,PATRIOT/JEFF MACE
5627,ANT-MAN/DR. HENRY J.,HAWK
5628,"MARRERO, ED","AUSTIN, SUSAN"
5629,SPIDER-MAN CLONE/BEN,ANUBIA
5630,LOKI [ASGARDIAN],TAI II
5631,JUBILEE/JUBILATION L,SABRETOOTH/VICTOR CR
5632,THANE ECTOR,FOOL
5633,BANSHEE/SEAN CASSIDY,"ANDERSON, CHIEF MAGI"
5634,HOGUN [ASGARDIAN],FANDRAL [ASGARDIAN]
5635,HAWK,REDWING
5636,MALTESE,TYPHOID MARY/MARY ME
5637,POLARIS/LORNA DANE,HUMAN TORCH/JOHNNY S
5638,MAN-THING/THEODORE T,CLEA
5639,SPEEDBALL DOPPELGANG,BLACK KNIGHT V DOPPE
5640,SPEEDBALL/ROBBIE BAL,BLACK WIDOW/NATASHA 
5641,"SONDHEIM, ERICA",CAPTAIN AMERICA
5642,WHITE QUEEN/EMMA FRO,JET-BLACK/
5643,WOLVERINE/LOGAN ,MULTIPLE MAN/JAMES A
5644,"WATSON-PARKER, MARY ","CUSHING, KATE"
5645,SPIDER-WOMAN II/JULI,OLD WOMAN
5646,BASILISK II,COUNTERWEIGHT II/KAT
5647,PROFESSOR X/CHARLES ,BEAST/HENRY &HANK& P
5648,"SIKORSKY, RAYMOND","JAMESON, COL. JOHN "
5649,SHE-HULK/JENNIFER WA,VISION 
5650,CLEA,ANCIENT ONE
5651,SUNSPOT/ROBERTO DACO,MAGMA/AMARA AQUILLA/
5652,IRIDIA [INHUMAN],AVIUS
5653,HULK/DR. ROBERT BRUC,"BANNER, BETTY ROSS T"
5654,JUSTICE II/VANCE AST,TRIATHLON/DELROY GAR
5655,MIRAGE II/DANIELLE M,"KRAMER, KENNY"
5656,FORGOTTEN ONE/GILGAM,MOONDRAGON/HEATHER D
5657,FANDRAL [ASGARDIAN],BETA RAY BILL
5658,RED SKULL/JOHANN SCH,PRIMUS
5659,MOONDRAGON DOPPELGAN,MR. FANTASTIC/REED R
5660,"STALYENKO, COL. YURI",BLACK BOLT/BLACKANTO
5661,ICEMAN/ROBERT BOBBY ,"CLAYBORNE, REGINA"
5662,ABOMINATION/EMIL BLO,"ROSS, GEN. THADDEUS "
5663,CAPTAIN AMERICA,PROFESSOR X/CHARLES 
5664,"NELSON, FRANKLIN FOG",BLACK WIDOW/NATASHA 
5665,"NELSON, DEBBIE HARRI",BIRD MAN/HENRY HAWK
5666,CANNONBALL II/SAM GU,WOLFSBANE/RAHNE SINC
5667,PSYLOCKE/ELISABETH B,ICEMAN/ROBERT BOBBY 
5668,"LANIEGE, BIANCA",HUSK/PAIGE GUTHRIE
5669,FLATMAN,MR. IMMORTAL
5670,KUROKO/,USAGENT/CAPTAIN JOHN
5671,ABSORBING MAN/CARL C,VOLSTAGG
5672,PATHWAY/LAURA DEAN,WILD CHILD/KYLE GIBN
5673,HERCULES [GREEK GOD],GREEN GOBLIN V/
5674,TAURUS/CORNELIUS VAN,HAWK
5675,MASQUE,ZERO
5676,"ROMAN, DR. NILES",THUNDERBIRD II/JAMES
5677,BLACK KNIGHT IV/PROF,"FURY, COL. NICHOLAS "
5678,"DARE, KATHLEEN","ALVAREZ, FELIX"
5679,GROVEL,CALLISTO
5680,STONEWALL/LOUIS HAMI,SPIRAL
5681,NEUT,DEATHCRY [SHI'AR]
5682,PYRO/ALLERDYCE JOHNN,"SUMMERS, MADELYNE MA"
5683,ENCHANTRESS/AMORA/HE,"FAIRMONT, AMANDA MAN"
5684,CRUCIBLE/BYRON CALLE,"NORRISS, SISTER BARB"
5685,QUICKSILVER/PIETRO M,MIKHLO
5686,THUNDERSTRIKE/ERIC K,SURTUR
5687,THOR/DR. DONALD BLAK,"CARTER, PEGGY"
5688,"LUMPKIN, WILLIAM WIL","LEEDS, BETTY BRANT"
5689,HAVOK/ALEX SUMMERS ,CYCLOPS DOPPELGANGER
5690,SELENE,WHITE QUEEN/EMMA FRO
5691,"MACKENZIE, AL","PIERCE, ALEXANDER GO"
5692,"MCCABE, LINDSAY","CORRIGAN, ARCHIBALD "
5693,ICEMAN/ROBERT BOBBY ,UNUS THE UNTOUCHABLE
5694,URANIUM,"MCLAREN, MEGAN"
5695,CAPTAIN MARVEL II/MO,AVALANCHE/DOMINIC PE
5696,GHOST RIDER III/DAN ,"STACY, PAUL"
5697,HAWK,VISION 
5698,THING/BENJAMIN J. GR,BEAST/HENRY &HANK& P
5699,"JAMESON, J. JONAH",HUMAN TORCH/JOHNNY S
5700,EL JAGUAR,"CENTURY, TURNER D."
5701,FEUER,DAYTRIPPER/AMANDA SE
5702,MAGIK/ILLYANA RASPUT,NIGHTCRAWLER/KURT WA
5703,ICEMAN/ROBERT BOBBY ,INVISIBLE WOMAN/SUE 
5704,MESMERO,SENTINELS
5705,"CHALIZ, SHANAZ RAYNA",CONUNDRUM/
5706,RUBY,"MORGAN, JERROLD JERR"
5707,BLACK WIDOW/NATASHA ,CRYSTAL [INHUMAN]
5708,DR. STRANGE/STEPHEN ,THING/BENJAMIN J. GR
5709,"ZOTA, CARLO","BUSHKIN, BARNEY"
5710,"KILLMONGER, ERIC/N'J",JUSTICE II/VANCE AST
5711,COBRA/KLAUS VORHEES,4-D MAN/MERCURIO
5712,"OSBORN, HARRY",SPIDER-MAN/PETER PAR
5713,SILVER SURFER/NORRIN,NIGHTHAWK II/KYLE RI
5714,CORSAIR,PROFESSOR X/CHARLES 
5715,ENTITY,CANNONBALL II/SAM GU
5716,STONECUTTER/UTAMA TO,CAPTAIN AMERICA
5717,ANGEL/WARREN KENNETH,CRYSTAL [INHUMAN]
5718,MARVEL GIRL/JEAN GRE,HUMAN TORCH/JOHNNY S
5719,BEAST/HENRY &HANK& P,MASTERMIND/JASON WYN
5720,"RAM, SIR",WHITE TIGER II/
5721,"TAYLOR, LEILA",PORCUPINE/ALEX GENTR
5722,PATRIOT/JEFF MACE,PATRIOT/JEFF MACE
5723,"JARVIS, EDWIN ",IRON MAN V/TEEN TONY
5724,ANT-MAN/DR. HENRY J.,BLACK PANTHER/T'CHAL
5725,MAGIK/ILLYANA RASPUT,CAPTAIN BRITAIN/BRIA
5726,VISION ,ONSLAUGHT II
5727,"ROBERTSON, JOE","PARKER, MAY"
5728,MAGUS,THANOS
5729,JUSTICE II/VANCE AST,QUICKSILVER/PIETRO M
5730,PATRIOT/JEFF MACE,DORMA [ATLANTEAN]
5731,LIVING LIGHTNING/MIG,JAWBREAKER/
5732,MALICE V/NAKIA,"URICH, BEN"
5733,SCREAMING MIMI/MELIS,BEETLE II/LEILA DAVI
5734,FAMINE/AUTUMN ROLFSO,"SUMMERS, NATHAN CHRI"
5735,MARVEL WOMAN | MUTAN,UATU | MUTANT X-VERS
5736,NIGHT RIDER,"JONES, HUGH"
5737,GOLEM/JACOB GOLDSTEI,BUCKY/BUCKY BARNES
5738,DEVOS THE DEVESTATOR,MARVEL GIRL DOPPELGA
5739,HERCULES [GREEK GOD],CYCLOPS/SCOTT SUMMER
5740,THOR/DR. DONALD BLAK,HELA [ASGARDIAN]
5741,"MONGRAIN, ALISON",SCRIER II/S. CRIER
5742,ZARATHUSTRA,DEVLOR
5743,PATRIOT/JEFF MACE,MISS AMERICA/MADELIN
5744,"AUSTIN, SUSAN",SERSI/SYLVIA
5745,ANGEL/WARREN KENNETH,MANDARIN
5746,GAMBIT/REMY LEBEAU ,"MARCEAUX, THEOREN"
5747,YRDISIS,ZARIN
5748,HUMAN TORCH/JOHNNY S,THING/BENJAMIN J. GR
5749,COLOSSUS II/PETER RA,"FORRESTER, CAPT. ALE"
5750,DAYDREAMER/CATHERINE,GENII/JASON KIMBALL
5751,"NELSON, FRANKLIN FOG",QUICKSILVER/PIETRO M
5752,WONDER MAN/SIMON WIL,CAPTAIN AMERICA
5753,"LEEDS, BETTY BRANT","FIELDS, MARJORIE"
5754,KARNAK [INHUMAN],BLACK BOLT/BLACKANTO
5755,"JAMESON, MARLA MADIS",SPIDER-MAN/PETER PAR
5756,QUASAR III/WENDELL V,CRIMSON DYNAMO V/DIM
5757,"MCCABE, LINDSAY",WOLVERINE/LOGAN 
5758,DINU,"STALYENKO, COL. YURI"
5759,PSYNAPSE,ICEMAN/ROBERT BOBBY 
5760,FORGE,GREYSTONE/BRIAN YOUN
5761,CR'REEE,CYCLOPS/SCOTT SUMMER
5762,DR. DRUID/ANTHONY LU,HULK/DR. ROBERT BRUC
5763,NIGHTCRAWLER/KURT WA,"CARTER, JIMMY"
5764,CLOWN/CRAFTY ELIOT F,RATTLER
5765,"SOFEN, KARL AUGUST",MAN-APE/M'BAKU
5766,WASP/JANET VAN DYNE ,ANT-MAN/DR. HENRY J.
5767,I.Q./ISHMAEL QUESTOR,REBEL/
5768,"HUXLEY, DR. HORATIO",SHAMAN/MICHAEL TWOYO
5769,LIVING MONOLITH/AHME,"MACTAGGERT, MOIRA KI"
5770,CYCLOPS/SCOTT SUMMER,KINGPIN/WILSON FISK
5771,STONEWALL/LOUIS HAMI,SPIRAL
5772,RAGE/ELVIN DARYL HAL,SPEEDBALL/ROBBIE BAL
5773,PUNCHOUT,GATEWAY
5774,"JAMESON, J. JONAH",BIG MAN/FREDERICK FO
5775,"PETROVITCH, IVAN",BLACK WIDOW/NATASHA 
5776,ICEMAN/ROBERT BOBBY ,STORM/ORORO MUNROE S
5777,"MANDARIN, JAMES","KALE, JENNIFER"
5778,POWER MAN/ERIK JOSTE,SWORDSMAN/JACQUES DU
5779,BLITZIANA,"KINCAID, JIMMY"
5780,"KILGREW, BASIL BETA ",MURMUR II/ARLETTE TR
5781,HUMAN TORCH/JOHNNY S,MARTINEX
5782,SUNSPYRE/LEYU YOSHID,MAGNETO/MAGNUS/ERIC 
5783,PATRIOT/JEFF MACE,MISS AMERICA/MADELIN
5784,ROC/,"FONDOZZI, MICKEY"
5785,DAREDEVIL/MATT MURDO,"ROMMEL, EDWIN ROMULU"
5786,"WATSON-PARKER, MARY ",BLACK TARANTULA II/C
5787,FANDRAL [ASGARDIAN],"KINCAID, DR. JANE FO"
5788,"FORRESTER, CAPT. ALE",STORM/ORORO MUNROE S
5789,INVISIBLE WOMAN/SUE ,HUMAN TORCH/JOHNNY S
5790,GORGON [INHUMAN],SUB-MARINER/NAMOR MA
5791,SUN-TAO,IRON MAN/TONY STARK 
5792,VISION ,TRIATHLON/DELROY GAR
5793,"CRAWLEY, BETRAND",FRENCHIE/JEAN-PAUL D
5794,"WATSON-PARKER, MARY ","PARKER, MAY"
5795,SPIDER-WOMAN II/JULI,MULTIPLE MAN DOPPELG
5796,"AUTHIER, POLICE CHIE",EMPLATE/MARIUS ST. C
5797,ANGEL/WARREN KENNETH,STORM/ORORO MUNROE S
5798,RINGMASTER/MAYNARD T,"GAMBONNO, ERNESTO"
5799,"FREEMAN, DUANE JEROM",VISION 
5800,BLAQUESMITH,"MERRYWEATHER, IRENE"
5801,NAMORITA/NITA PRENTI,VOSTOK
5802,CANNONBALL II/SAM GU,JUBILEE/JUBILATION L
5803,GUARDIAN/JAMES MACDO,BLACK PANTHER/T'CHAL
5804,POLARIS/LORNA DANE,THING DOPPELGANGER I
5805,SIRYN/THERESA ROURKE,SHATTERSTAR II/GAVEE
5806,"FURY, COL. NICHOLAS ",CAPTAIN AMERICA
5807,"STANFORD, DWIGHT ROL","WILSON, JIM"
5808,JOCASTA,SHADOWCAT/KATHERINE 
5809,MARROW/SARAH ,SABRA/RUTH BAT-SERAP
5810,SUPER-ADAPTOID/ALESS,"LANG, CASSANDRA CASS"
5811,HAVOK/ALEX SUMMERS ,PROFESSOR X/CHARLES 
5812,PHOENIX II,"KNIGHT, MISTY"
5813,STORM/ORORO MUNROE S,SHE-HULK/JENNIFER WA
5814,ICE-MAN | MUTANT X-V,"DUGAN, DUM DUM | MUT"
5815,"SZARDOS, MARGALI",MR. FANTASTIC/REED R
5816,STORM/ORORO MUNROE S,BANSHEE/SEAN CASSIDY
5817,HULK/DR. ROBERT BRUC,BLOOD BROTHERS
5818,KUBIK,VOLCANA/MARSHA ROSEN
5819,CAPTAIN AMERICA,"COOPER, DR. VALERIE"
5820,LOKI [ASGARDIAN],ORIKAL
5821,STORM/ORORO MUNROE S,WOLFSBANE/RAHNE SINC
5822,"PARKER, MAY","PARKER, MARY (ROBOT)"
5823,"LEBEAU, MERCY",RAX
5824,VISION ,REDWING
5825,ENCHANTRESS/AMORA/HE,CAPTAIN BRITAIN/BRIA
5826,MOONDRAGON/HEATHER D,STINGRAY/DR. WALTER 
5827,"NAGAN, DR. ARTHUR","ROSELLINI, ROBERTA"
5828,WHITE QUEEN/EMMA FRO,BUMPKIN
5829,DR. DECIBEL/ANTON DE,CAPTAIN HAWK
5830,"LANGSTROM, LIEUTENAN",TIGER SHARK/TODD ARL
5831,BLOODSHED/WYNDELL DI,"DICHINSON, RICKY"
5832,DR. DOOM/VICTOR VON ,IRON MAN IV/JAMES R.
5833,HULK/DR. ROBERT BRUC,QNAX
5834,THOR/DR. DONALD BLAK,"GYRICH, HENRY PETER"
5835,QUICKSILVER/PIETRO M,ZIRCONIUM
5836,DAREDEVIL/MATT MURDO,MOONDRAGON DOPPELGAN
5837,FIREBIRD/BONITA JUAR,LIVING LIGHTNING/MIG
5838,NIELS,GEE/ALEX POWER
5839,GHOST RIDER II/JOHNN,STEEL WIND
5840,RUSSIAN,"SOAP, DET."
5841,ANTEUS,MR. SINISTER/NATHAN 
5842,CANCER/JACK KLEVENO,MOCKINGBIRD/DR. BARB
5843,DR. DOOM/VICTOR VON ,LADY OF THE LAKE
5844,JUSTICE II/VANCE AST,SUB-MARINER/NAMOR MA
5845,"JARVIS, EDWIN ",SUB-MARINER/NAMOR MA
5846,PILEDRIVER II/BRIAN ,CAPTAIN MARVEL II/MO
5847,"CORNELIUS, DR.",JUBILEE/JUBILATION L
5848,"CLARKE, GENERAL JERE",INVISIBLE WOMAN/SUE 
5849,GARGOYLE II/ISAAC CH,GHOST RIDER II/JOHNN
5850,COLOSSUS II/PETER RA,BLACK KING/SEBASTIAN
5851,SILVER SAMURAI/KENYU,CYCLONE II/PIERRE FR
5852,CONQUEST/BRIDGET MAL,"FREEMAN, DUANE JEROM"
5853,MR. FANTASTIC DOPPEL,DRAX/ARTHUR DOUGLAS
5854,SHE-HULK/JENNIFER WA,HYDROMAN/MORRIE BENC
5855,GATEWAY,HUSK/PAIGE GUTHRIE
5856,MR. FANTASTIC/REED R,INVISIBLE WOMAN/SUE 
5857,PATRIOT/JEFF MACE,MISS AMERICA/MADELIN
5858,"RASSITANO, MAD DOG",VOLSTAGG
5859,TEI,HARQUIS TEY
5860,THING/BENJAMIN J. GR,MS. MARVEL II/SHARON
5861,KYMRI,"STUART, DR. ALISTAIR"
5862,BEYONDER,KINGPIN/WILSON FISK
5863,MISTER HYDE/CALVIN Z,SCORPION/MACDONALD G
5864,INVISIBLE WOMAN/SUE ,GORGON [INHUMAN]
5865,COLOSSUS II/PETER RA,LILANDRA NERAMANI [S
5866,PYRO/ALLERDYCE JOHNN,RANDOM II/MARSHALL E
5867,SCANDIUM,CADMIUM
5868,WHITE QUEEN/EMMA FRO,WOLVERINE/LOGAN 
5869,WAYFINDER,HELL-EYES
5870,NINA,MIMIC/CALVIN RANKIN
5871,IRON MAN/TONY STARK ,JACK OF HEARTS/JACK 
5872,HILDEGARDE [ASGARDIA,MANGOG
5873,"SIMON, ALEX FLORES",SCARLET WITCH/WANDA 
5874,USAGENT/CAPTAIN JOHN,DARKHAWK/CHRIS POWEL
5875,AUGUST PERSONAGE IN ,"WING, COLLEEN"
5876,VISION ,ROGUE /
5877,STARFOX/EROS,INVISIBLE WOMAN/SUE 
5878,SIF,HEIMDALL [ASGARDIAN]
5879,MOONDRAGON/HEATHER D,CAPTAIN MARVEL II/MO
5880,IKARIS/IKE HARRIS [E,AJAK/TECUMOTZIN [ETE
5881,BOOMER/TABITHA SMITH,SUB-MARINER/NAMOR MA
5882,DEADPOOL/JACK/WADE W,MIRAGE II/DANIELLE M
5883,MAM'SELLE HEPZIBAH,MIRAGE II/DANIELLE M
5884,SPIDER-MAN/PETER PAR,HUMAN TORCH/JOHNNY S
5885,LEECH,WINDY
5886,CYBER,"DUBOIS, NOAH"
5887,BISHOP /,BEAST/HENRY &HANK& P
5888,ULIK,MEPHISTO
5889,WOLFSBANE/RAHNE SINC,SUNSPOT/ROBERTO DACO
5890,"BURGOS, CARL","EVANS, DORIS"
5891,CAPTAIN AMERICA,GALACTUS/GALAN
5892,SPIRAL,FIREFIST/RUSTY COLLI
5893,WASP/JANET VAN DYNE ,QUICKSILVER/PIETRO M
5894,CYPHER/DOUG RAMSEY,CYCLOPS/SCOTT SUMMER
5895,PROFESSOR X/CHARLES ,ABSORBING MAN/CARL C
5896,"ROSSI, COL. MICHAEL ",KARMA/XI'AN COY MANH
5897,"CARPENTER, LARRY",LIVING LIGHTNING/MIG
5898,MR. IMMORTAL,DOORMAN
5899,STORM/ORORO MUNROE S,"RASPUTIN, MIKHAIL"
5900,QUICKSILVER/PIETRO M,FALCON/SAM WILSON
5901,WONDER MAN/SIMON WIL,SCARLET WITCH/WANDA 
5902,MR. FANTASTIC/REED R,THING/BENJAMIN J. GR
5903,THING/BENJAMIN J. GR,MR. FANTASTIC/REED R
5904,ODIN [ASGARDIAN],ENCHANTRESS/AMORA/HE
5905,PYLLAR,VOLSTAGG
5906,HUMAN TORCH/JOHNNY S,THING/BENJAMIN J. GR
5907,KRANG [ATLANTEAN],SET
5908,SCANNER II,"MOREAU, PHILLIP"
5909,REDWING,CAPTAIN AMERICA V/RO
5910,WONDER MAN/SIMON WIL,VISION 
5911,BEAST/HENRY &HANK& P,BLACK PANTHER/T'CHAL
5912,CAPTAIN AMERICA,VISION 
5913,"URICH, BEN",SPIDER-MAN CLONE/BEN
5914,HUNTER IN DARKNESS,JUBILEE/JUBILATION L
5915,REJECT/RAN-SAK [DEVI,"HOLDEN, DR. SAMUEL"
5916,CLOWN/CRAFTY ELIOT F,MAGNIR
5917,CUTTHROAT/DANIEL LEI,DIAMONDBACK II/RACHE
5918,HUSK/PAIGE GUTHRIE,PENANCE/MONET ST. CR
5919,LOCUS,SIRYN/THERESA ROURKE
5920,DOMINO III/BEATRICE/,"JOSHUA, DR. SEGISMUN"
5921,SCARLET WITCH/WANDA ,THING/BENJAMIN J. GR
5922,"RAMBEAU, MARIA",CAPTAIN MARVEL II/MO
5923,CAPTAIN AMERICA,HUMAN TORCH/JOHNNY S
5924,SCANNER II/RHANLA,PULSAR II/LAN
5925,HELA [ASGARDIAN],LOKI [ASGARDIAN]
5926,BLACK CAT/FELICIA HA,"PROUST, PAUL"
5927,MEPHISTO,VITCHEN
5928,MANGOG,TARAKIS
5929,CANNONBALL II/SAM GU,GOSAMYR
5930,STORM/ORORO MUNROE S,CYCLOPS/SCOTT SUMMER
5931,POLARIS/LORNA DANE,"REESE, MURRAY"
5932,SPITFIRE/LADY JACQUE,FACE/COL. EISEN
5933,"SUMMERS, NATHAN CHRI",FIREFIST/RUSTY COLLI
5934,MADAME MASQUE III,CRYSTAL [INHUMAN]
5935,SCREAMING MIMI/MELIS,CITIZEN V III/DALLAS
5936,KARNAK [INHUMAN],BLACK BOLT/BLACKANTO
5937,SHATTERSTAR II/GAVEE,POLARIS/LORNA DANE
5938,PUPPY,THINKER
5939,BIG CASINO/,"SOLE, RANSOME"
5940,TRIAX,MOONDRAGON/HEATHER D
5941,QUESTA,"MARCEAUX, THEOREN"
5942,MENTOR II,GLADIATOR II
5943,PORCUPINE/ALEX GENTR,SCARECROW/EBENEZER L
5944,SPIDER-MAN/PETER PAR,"WATSON-PARKER, MARY "
5945,"REYES, DR. CECELIA",PSYLOCKE/ELISABETH B
5946,HYDROMAN/MORRIE BENC,"GAPON, DZHOKHAR"
5947,KO-GAR,"LAO-TSE, GEN."
5948,MYSTIQUE/RAVEN DARKH,BEAST/HENRY &HANK& P
5949,GALACTUS/GALAN,LOVE
5950,"ALRAUNE, MARLENE",FRENCHIE/JEAN-PAUL D
5951,MACHINE MAN/X-51,GARGOYLE II/ISAAC CH
5952,DRAX/ARTHUR DOUGLAS,ZIRAN
5953,FIRE EATER/TOMAS,CLOWN/CRAFTY ELIOT F
5954,DR. SPECTRUM/JOSEPH ,SCARLET WITCH/WANDA 
5955,"MACTAGGERT, MOIRA KI",PSYNAPSE
5956,DARK BEAST/HENRY MCC,WHITE QUEEN/EMMA FRO
5957,BLACK KNIGHT V/DANE ,"WISDOM, PETER"
5958,WARLOCK III,MAGIK/ILLYANA RASPUT
5959,"YIN, DR. SU",IRON MAN IV/JAMES R.
5960,APE-X/XINA,WHIZZER II/STANLEY S
5961,"ROBERTSON, MARTHA","JAMESON, J. JONAH"
5962,HULK/DR. ROBERT BRUC,"TALBOT, GLENN"
5963,SUB-MARINER/NAMOR MA,THOR/DR. DONALD BLAK
5964,COACHWHIP,"KINCAID, DR. KEITH"
5965,SILVER SURFER/NORRIN,SPEEDBALL/ROBBIE BAL
5966,WASP/JANET VAN DYNE ,ENCHANTRESS/AMORA/HE
5967,CAPTAIN AMERICA,REDWING
5968,"POWER, MARGARET",LIGHTSPEED/JULIE POW
5969,BLOB/FRED J. DUKES,IRON FIST/DANIEL RAN
5970,"VAN HELSING, RACHEL","DRAKE, FRANKLIN"
5971,VALINOR,TRITON
5972,NIGHT THRASHER/DUANE,JUSTICE II/VANCE AST
5973,SYNCH/EVERETT THOMAS,PENANCE/MONET ST. CR
5974,"LANE, LOIS",MISTER HYDE/CALVIN Z
5975,IRON MAN/TONY STARK ,WONG
5976,MEDUSA/MEDUSALITH AM,SAPPHIRAS
5977,D.O.A.,"MADDICKS, ARTHUR ART"
5978,SLAUGHTER,IRON MAN IV/JAMES R.
5979,"MANH, COY NGA",VIPER II
5980,LOKI [ASGARDIAN],HOGUN [ASGARDIAN]
5981,ROGUE /,ANGEL/WARREN KENNETH
5982,"STRUCKER, ANDREA",PROFESSOR X/CHARLES 
5983,CLEA,GHOST RIDER III/DAN 
5984,"LEEDS, NED",ELECTRO/MAX DILLON
5985,CAPTAIN AMERICA,KLIGGER/SEN. EUGENE 
5986,SPEEDBALL/ROBBIE BAL,WOLVERINE/LOGAN 
5987,CRYSTAL [INHUMAN],BLACK WIDOW/NATASHA 
5988,BALDER [ASGARDIAN],"KINCAID, DR. KEITH"
5989,STORM/ORORO MUNROE S,CANNONBALL II/SAM GU
5990,MEGGAN,DR. DOOM/VICTOR VON 
5991,DR. DRUID/ANTHONY LU,BOOMER/TABITHA SMITH
5992,SHATTERSTAR II/GAVEE,WOLFSBANE/RAHNE SINC
5993,ROGUE DOPPELGANGER,HULK DOPPELGANGER II
5994,PHARAOH RAMA-TUT,IRON MAN V/TEEN TONY
5995,DRACULA | MUTANT X-V,GAMBIT | MUTANT X-VE
5996,WATER WIZARD/PETE,"PETROVITCH, IVAN"
5997,JUNIPER,HARVEST/CHI LO
5998,PHOBIUS,VISION 
5999,SYNCH/EVERETT THOMAS,DIRT NAP
6000,"FURY, COL. NICHOLAS ","JONES, GABE"
6001,HUMAN TORCH/JOHNNY S,ISBISA/DR. SANDERSON
6002,"MORRELL, SABRINA",SILVER SAMURAI/KENYU
6003,SUNSPOT/ROBERTO DACO,MIRAGE II/DANIELLE M
6004,SILVER SABLE,"MERCADO, JOY"
6005,"JAMESON, J. JONAH","KATZENBERG, NICK"
6006,PENANCE/MONET ST. CR,TOKEN
6007,"JAMESON, J. JONAH",ELECTRO/MAX DILLON
6008,"COOPER, ROGER CAPS",POWERHOUSE/RIEG DAVA
6009,WARLOCK II/ADAM WARL,SHE-HULK/JENNIFER WA
6010,WASP/JANET VAN DYNE ,SPIDER-MAN/PETER PAR
6011,DEATH ADDER,MOCKINGBIRD/DR. BARB
6012,THING/BENJAMIN J. GR,MR. FANTASTIC/REED R
6013,PATRIOT/JEFF MACE,PATRIOT/JEFF MACE
6014,VISION ,KAINE
6015,"FURY, COL. NICHOLAS ",REDWING
6016,"BEACH, SPIDER",STORM/ORORO MUNROE S
6017,HAWK,"FURY, COL. NICHOLAS "
6018,MASTERMIND/JASON WYN,LIVING MONOLITH/AHME
6019,SPIDER-MAN/PETER PAR,BLOOD BROTHERS
